School Number,School Name,Address,Suburb,Postcode,Latitude,Longitude
3801,Southern Vales FDC Scheme,2nd floor Noarlunga House,Noarlunga Centre,5168,-35.118433,138.521956
3807,Southern Districts FDC Scheme,2nd floor Noarlunga House,Noarlunga Centre,5168,-35.118433,138.521956
3901,Milang Playcentre,Cnr Coxe & Rivers Streets,Milang,5256,-35.405862,138.973123
3902,Myponga Playcentre,Hutchinson Street,Myponga,5202,-35.392662,138.464453
3903,Langhorne Creek Playcentre,"Uniting Church Hall, Meechi Road",Langhorne Creek,5255,-35.296359,139.036272
3911,Fleurieu Learning Together @ Home,1 Oval Street,Victor Harbor,5211,-35.556983,138.615636
3997,Emali Early Learning Ctr Broadview,611 Regency Road,Broadview,5083,-34.873197,138.61743
3999,Flinders University CCC,Sturt Drive,Bedford Park,5042,-35.024752,138.57363
4002,tafeSA  English Language Services,"5th floor  Renaissance Centre, 127 Rundle Mall",Adelaide,5000,-34.923053,138.604156
4004,tafeSA  Marleston Campus,254 Richmond Road,Marleston,5033,-34.943547,138.55607
4005,tafeSA  Croydon Campus,Goodall Avenue,Croydon Park,5008,-34.8795215,138.5578689
4006,tafeSA  Berri Campus,Kay Avenue,Berri,5343,-34.277726,140.612072
4007,tafeSA  Clare Campus,155 Main North Road,Clare,5453,-33.838915,138.616347
4008,tafeSA  Gawler Campus,43 High Street,Gawler,5118,-34.597485,138.747936
4011,tafeSA  Kingston Learning Centre,46 East Terrace,Kingston SE,5275,-36.836179,139.857605
4012,tafeSA  Millicent Campus,Mount Burr Road,Millicent,5280,-37.590463,140.358167
4013,tafeSA  Renmark Campus,Thurk Street,Renmark,5341,-34.171786,140.742602
4014,tafeSA  Waikerie Campus,Gaeta Road,Waikerie,5330,-34.183924,139.976076
4015,tafeSA  Noarlunga Campus,Ramsay Place,Noarlunga Centre,5168,-35.140329,138.498567
4016,tafeSA  Mount Barker Campus,Dumas Street,Mount Barker,5251,-35.069049,138.854803
4017,tafeSA  Murray Bridge Campus,52-68 Swanport Road,Murray Bridge,5253,-35.125257,139.277872
4018,tafeSA  Victor Harbor Campus,McCracken Drive,Victor Harbor,5211,-35.534755,138.637256
4019,tafeSA  Parafield Aviation Campus,Kittyhawk Lane,Parafield Airport,5106,-34.791633,138.632942
4020,tafeSA  Mount Gambier Campus,Wireless Road West,Mount Gambier,5290,-37.804466,140.766413
4023,tafeSA  Naracoorte Campus,19 Gordon Street,Naracoorte,5271,-36.959833,140.743004
4025,tafeSA  Regency Campus,Days Road,Regency Park,5010,-34.872763,138.568433
4026,tafeSA  Salisbury Campus,Wiltshire Street,Salisbury,5108,-34.763762,138.647737
4028,tafeSA  Coober Pedy Campus,Hutchison Street,Coober Pedy,5723,-29.011575,134.754243
4029,tafeSA  Jamestown Campus,Humphris Tce,Jamestown,5491,-33.20484,138.608748
4031,tafeSA  Kadina Campus,1A Doswell Terrace,Kadina,5554,-33.959613,137.710906
4032,tafeSA  Kimba Campus,49 High Street,Kimba,5641,-33.135898,136.420118
4034,tafeSA  Narungga Campus,,Point Pearce,5573,-34.415104,137.497795
4036,Littlehampton Child Care Centre,95 Princes Highway,Littlehampton,5250,-35.043332,138.878524
4041,il nido Children's Centre Child Care,22 Campbell Road,Paradise,5075,-34.873809,138.6724
4042,Greenwith CCC & Kindergarten,1699 Golden Grove Road,Greenwith,5125,-34.770193,138.70763
4044,Waite Campus Children's Centre,Entry 6 Waite Road,Urrbrae,5064,-34.967461,138.631211
4045,Inner North Learning Together @ Home,Clarice Avenue,Enfield,5085,-34.885537,138.62555
4050,tafeSA  Peterborough Campus,Queen Street,Peterborough,5422,-32.978547,138.835484
4051,tafeSA  Port Pirie Campus,Mary Elie Street,Port Pirie,5540,-33.183649,138.005731
4052,tafeSA  Roxby Downs Campus,Richardson Place,Roxby Downs,5725,-30.560749,136.896899
4055,tafeSA  Urrbrae Campus,505 Fullarton Road,Netherby,5062,-34.878864,138.650428
4056,tafeSA  Cheltenham Campus,617 Torrens Road,Cheltenham,5014,-34.86654722,138.5335917
4060,tafeSA  Wudinna Campus,Medley Terrace,Wudinna,5652,-33.045025,135.46329
4061,tafeSA  Yorketown Campus,Stansbury Road,Yorketown,5576,-35.016678,137.614705
4102,Aldgate Primary School OSHC,3 Fairview Road,Aldgate,5154,-35.019502,138.748939
4105,Crafers - Primary School OSHC,55 Piccadilly Road,Crafers,5152,-34.993387,138.71348
4106,St Catherine's - Mt Lofty Area OSHC,22 Ayers Hill Road,Stirling,5152,-35.003885,138.707638
4108,Kesters Road Child Care Centre,67 Kesters Road,Para Hills West,5096,-34.804362,138.644564
4116,St Joseph's PS OSHC - Kingswood,33 Cambridge Terrace,Kingswood,5062,-34.970684,138.613858
4117,Parkside Community Child Care Centre,110 Young Street,Parkside,5063,-34.943945,138.612828
4118,Tauondi Inc.,1 Lipson Street,Port Adelaide,5015,-34.85131409,138.5108295
4121,tafeSA  Gilles Plains Campus,Blacks Road,Gilles Plains,5086,-34.851721,138.651846
4124,Blackwood Primary School OSHC/Vac,4 Seymour Street,Eden Hills,5050,-35.024715,138.607738
4140,Grove Learning Centre,12 Main Street,Eastwood,5063,-34.942974,138.621223
4143,tafeSA  Adelaide Centre for the Arts,39 Light Square,Adelaide,5000,-34.9243446,138.592337
4145,Cinderella's Babysitting Services,63 Schulze Road,Athelstone,5076,-34.868703,138.694354
4147,Surrey Downs Occasional Care,6 Zanoni Crescent,Surrey Downs,5126,-34.801051,138.710827
4149,St David's Parish School Care,40 Elizabeth Street,Tea Tree Gully,5091,-34.816299,138.725371
4158,tafeSA  Adelaide City Campus,120 Currie Street,Adelaide,5000,-34.92424399,138.5953045
4159,Annesley Junior School,28 Rose Terrace,Wayville,5034,-34.941646,138.599736
4160,New Friends CCC - Salisbury North,1 Trinity Crescent,Salisbury North,5108,-34.75464,138.629586
4161,Sturt Street Children's Centre,221-239 Sturt Street,Adelaide,5000,-34.933817,138.590211
4162,Kilparrin Early Learning Centre,1C Duncan Avenue,Park Holme,5043,-35.010896,138.518487
4163,Mawson Lakes Preschool,Garden Terrace,Mawson Lakes,5095,-34.809167,138.614386
4164,Port Lincoln Children's Centre,80 St Andrews Terrace,Port Lincoln,5606,-34.733503,135.868024
4167,Morphett Vale Early Learning Centre,105-107 Flaxmill Road,Morphett Vale,5162,-35.12598524,138.5220895
4168,Wellington Road Child Care Centre,46 Wellington Road,Mount Barker,5251,-35.07882,138.864612
4169,Stepping Stone Tanunda CC & EDC,150-152 Murray Street,Tanunda,5352,-34.518404,138.967329
4170,Lil Kritterz Child Care Centre,228-230 Adelaide Road,Murray Bridge,5253,-35.13254168,139.2444497
4171,Bubble 'n' Squeak - Aldinga Beach,64-68 Quinliven Road,Aldinga Beach,5173,-35.268711,138.4639383
4172,Victor Harbor World of Learning,17 Alexander Street,Victor Harbor,5211,-35.527525,138.636404
4173,Montessori Kids,1 Peterson Street,Somerton Park,5044,-35.0299486,138.5875355
4174,St Andrew's Schl Early Learning Ctr,13 Smith Street,Walkerville,5081,-34.89243574,138.6137698
4175,Mannum Rural Care,Cnr Adelaide & Male Roads,Mannum,5238,-34.913452,139.302595
4176,Bubble 'n' Squeak -Smithfield Plains,36 Crittenden Road,Smithfield Plains,5114,-34.6767351,138.6789571
4178,Goodstart EL Salisbury North,102-112 Diment Road,Salisbury North,5108,-34.740804,138.62711
4179,Burton Road Child Care & ELC,144 Burton Road,Paralowie,5108,-34.757626,138.61175
4180,New Friends Child Care Centre,15 Butterfield Road,Elizabeth Park,5113,-34.709945,138.6860501
4189,Goodstart EL Seaford Rise,157 Griffiths Drive,Seaford Rise,5169,-35.191357,138.48255
4190,Goodstart EL Clovelly Park,4 Janet Street,Clovelly Park,5042,-35.0022,138.575043
4191,Kidz Club Child Care Centre,2 Glenere Drive,Modbury,5092,-34.835362,138.6815104
4192,Robe Mobile Child Care Beachport,Golf Course Road,Beachport,5280,-37.475436,140.009715
4193,Goodstart EL Gawler South,37 Twelfth Street,Gawler South,5118,-34.606608,138.740508
4194,Angle Vale Kindy Care,Lot 5 Angle Vale Road,Angle Vale,5117,-34.639484,138.6531307
4195,Kapunda Child Care & ELC,Lot 94 Nash Street,Kapunda,5373,-34.330432,138.9184517
4196,Maid For Mum Australia Pty Ltd,"Unit 18, 172 Glynburn Road",Tranmere,5073,-34.902136,138.6579233
4197,Edge Kids Life,255 Old South Road,Reynella,5161,-35.085828,138.5439221
4198,tafeSA  Bordertown Learning Centre,Naracoorte Road,Bordertown,5268,-36.312929,140.77097
4200,tafeSA  KI Learning Centre,5 Centenary Avenue,Kingscote,5223,-35.650387,137.633343
4202,Little Toddlers on Sunnymeade CCC,30 London Road,Aberfoyle Park,5159,-35.065744,138.5937417
4203,St Raphael's Parish School OSHC,114 Glen Osmond Road,Parkside,5063,-34.945317,138.622122
4204,Open Arms Community Child Care Ctr,Lot 93 Shannon Street,Birdwood,5234,-34.821057,138.960319
4205,Pulteney Grammar School ELC,190 South Terrace,Adelaide,5000,-34.934953,138.602863
4206,Virginia Grove Early Learning Centre,Lot 501 Old Port Wakefield Road,Virginia,5120,-34.67471944,138.5624722
4207,Encounter Lutheran Early Learn Cent,64 Adelaide Road,Victor Harbor,5211,-35.527525,138.636404
4208,St Peter's Girls Early Learning Cent,32 Hallett Road,Stonyfell,5066,-34.929856,138.669346
4209,Sunrise Christian School Whyalla ELC,Cnr Lincoln Hwy & Heurich Tce,Whyalla Norrie,5608,-33.042074,137.538067
4210,Stepping Stone Munno Para West CC ED,Cnr Newton Blvd & Faulding Ave,Munno Para West,5115,-34.667137,138.683672
4242,Hamilton SC Registered Training Org,815 Marion Road,Mitchell Park,5043,-34.99879,138.55946
4243,Marden SC Registered Training Org,1-37 Marden Road,Marden,5070,-34.891197,138.634517
4244,Open Access Coll Register Train Org,1-37 Marden Road,Marden,5070,-34.891197,138.634517
4245,Thebarton SC Register Train Org,Ashley Street,Torrensville,5031,-34.917275,138.562772
4246,Marion Bay Playcentre,10 Slow Street,Marion Bay,5575,-35.237631,136.9804794
4247,Barossa Valley Community Creche,15 Mill Street,Tanunda,5352,-34.52736311,138.9614235
4249,Sunrise Christian Schl Morph Vl ELC,70-74 Pimpala Road,Morphett Vale,5162,-35.105926,138.537076
4601,Agnes Goode Kindergarten Inc,7 Cornish Street,Stepney,5069,-34.910867,138.627534
4602,Aldgate Kindergarten Inc,3 Fairview Road,Aldgate,5154,-35.014889,138.734462
4603,Athelstone Preschool,338 Gorge Road,Athelstone,5076,-34.869904,138.703591
4604,Banksia Park Kindergarten,Spring Crescent,Banksia Park,5091,-34.809319,138.727278
4606,Bridgewater Kindergarten Inc,87 Onkaparinga Road,Bridgewater,5155,-35.008727,138.775293
4607,Bertram Hawker Kindergarten,7 Wooltana Avenue,Myrtle Bank,5064,-34.957621,138.635231
4608,Blackwood Kindergarten,11 Brigalow Avenue,Blackwood,5051,-35.024634,138.617131
4609,il nido Children's Centre,22 Campbell Road,Paradise,5075,-34.874013,138.6724116
4610,Wattle Park Kindergarten,2a Yeltana Avenue,Wattle Park,5066,-34.925495,138.675311
4611,Clarence Gardens Kindergarten,45 Dinwoodie Avenue,Clarence Gardens,5039,-34.96986,138.580532
4613,Dernancourt Kindergarten,10 Vernons Drive,Highbury,5089,-34.857114,138.692637
4614,Ashton Kindergarten,181 Ridge Road,Horsnell Gully,5141,-34.944127,138.72607
4616,Fairview Park Kindergarten,7 Cotton Street,Fairview Park,5126,-34.802653,138.71862
4617,Clarence Park Community Kindergarten,5 Parker Terrace,Clarence Park,5034,-34.961949,138.580357
4618,Grove Kindergarten,12 Main Street,Eastwood,5063,-34.942974,138.621223
4619,Torrens Valley Children's Centre,John Fisher Avenue,Gumeracha,5233,-34.823745,138.885704
4620,Hackney Kindergarten,68 Richmond Street,College Park,5069,-34.907631,138.616988
4622,Highbury Preschool,46 Beckman Avenue,Highbury,5089,-34.848678,138.708684
4623,Holden Hill Kindergarten,80 Valiant Road,Holden Hill,5088,-34.854119,138.671428
4625,J B Cleland Kindergarten Inc,1A Gulfview Avenue,St Georges,5064,-34.949315,138.649573
4626,Kathleen Mellor Preschool Kgtn,51 Bowen Road,Tea Tree Gully,5091,-34.824979,138.726082
4627,Kensington Gardens Preschool,430 The Parade,Kensington Gardens,5068,-34.920279,138.664317
4628,St Thomas' Preschool,10 Rushton Street,Goodwood,5034,-34.953748,138.591468
4629,Paradise Kindergarten,21A Lincoln Road,Paradise,5075,-34.870773,138.660497
4630,Lobethal Community Kindergarten,1 Reserve Avenue,Lobethal,5241,-34.906351,138.876915
4631,Keithcot Farm Children's Centre,5 Keithcot Farm Drive,Wynn Vale,5127,-34.80063,138.676921
4632,McKellar Stewart Kindergarten,17A Regent Place,Kensington,5068,-34.921492,138.644999
4634,Modbury Kindergarten,32 Jaycee Street,Modbury North,5092,-34.820872,138.683618
4635,Modbury North Kindergarten,12 Burragah Court,Modbury North,5092,-34.824731,138.673403
4637,Mount Barker Kindergarten Inc,2B Dumas Street,Mount Barker,5251,-35.067298,138.854752
4638,Mount Pleasant & District Kgtn,11 Saleyard Road,Mount Pleasant,5235,-34.775792,139.050687
4639,Cumberland Preschool Kgtn Inc,4 Tweed Street,Cumberland Park,5041,-34.977034,138.585113
4640,Eden Hills Kindergarten,4 Willunga St,Eden Hills,5050,-35.02603,138.601307
4641,Magill Kindergarten,26 Edward Street,Magill,5072,-34.909413,138.678209
4643,Newland Park Kindergarten,46 Lockwood Road,Erindale,5066,-34.931552,138.664454
4645,Oakbank Kindergarten,Main Street,Oakbank,5243,-34.984117,138.841187
4649,Rose Park Preschool,70A Hewitt Avenue,Rose Park,5067,-34.928884,138.630133
4650,Rostrevor Kindergarten,61 Maple Avenue,Rostrevor,5073,-34.894883,138.684961
4651,St Joseph's Memorial Pres - Norwood,46 Bridge Street,Kensington,5068,-34.923575,138.645739
4654,St Joseph's Preschool - Hectorville,30 Montacute Road,Hectorville,5073,-34.889664,138.659936
4655,St Joseph's Preschool - Payneham,78 Portrush Road,Payneham,5070,-34.902235,138.639968
4661,Stirling District Kindergarten,11 Avenue Road,Stirling,5152,-35.004376,138.714699
4663,Surrey Downs Kindergarten,78 Illyarrie Avenue,Surrey Downs,5126,-34.801572,138.710446
4664,Hawthorndene Kindergarten,1 Kindergarten Avenue,Hawthorndene,5051,-35.020415,138.635639
4665,Belair Jean Bonython Kindergarten,11 Arizona Terrace,Glenalta,5052,-35.00833,138.626868
4667,Stirling East Kindergarten,9 Snows Road,Stirling,5152,-35.007141,138.727982
4668,Ardtornish Children's Centre,2 Saarinen Avenue,St Agnes,5097,-34.834335,138.70503
4669,Margaret Ives Comm Children's Centre,19 Edward Street,Norwood,5067,-34.916785,138.633451
4670,Thorndon Park Kindergarten,13 Nestor Street,Athelstone,5076,-34.885281,138.696192
4672,Vale Park Pre-school,Cnr Ascot Ave & Tonkin St,Vale Park,5081,-34.885537,138.62555
4675,Willow Close Preschool Centre,Willow Close,Mount Barker,5251,-35.083773,138.867788
4676,Woodside Preschool Playcentre,12 Moffett Street,Woodside,5244,-34.952743,138.87732
4678,Meadows & Districts Kindergarten,49 Mawson Road,Meadows,5201,-35.180922,138.758032
4680,Wynn Vale Community House Kgtn,32 Park Lake Drive,Wynn Vale,5127,-34.800995,138.700407
4682,Mitcham Preschool Centre,150 Belair Road,Hawthorn,5062,-34.970154,138.608558
4683,Mitcham Village Kindergarten,35 Albert Street,Mitcham,5062,-34.978921,138.623066
4684,Netherby Kindergarten,Bruce Webb Crescent,Urrbrae,5064,-34.971582,138.636598
4686,Pasadena Kindergarten,39 Cash Grove,Pasadena,5042,-35.003235,138.588591
4687,St James' Park Kindergarten,19 Strathcona Avenue,Panorama,5041,-34.993323,138.601486
4688,St John's Grammar Preschool,33 Sheoak Road,Belair,5052,-34.99654,138.629335
4689,The Lady George Kindergarten,27A Highgate Street,Highgate,5063,-34.961019,138.621531
4690,Margaret Lohmeyer Kindergarten,28 Crozier Avenue,Daw Park,5041,-34.986787,138.58921
4691,Unley Kindergarten,47 Oxford Terrace,Unley,5061,-34.950876,138.609299
4695,Golden Grove Kindergarten,Cnr Bicentennial & Botany Drives,Golden Grove,5125,-34.786838,138.70819
4696,Greenwith Kindergarten,2 Laburnum Drive,Greenwith,5125,-34.769424,138.720703
4700,Home Care Plus,28 Lower Portrush Road,Marden,5070,-34.895051,138.639213
4701,Adelaide Eastern Comm Childcare Ctr,22 Watson Avenue,Rose Park,5067,-34.93019,138.625796
4702,Hope Valley Child Care Centre,8 Yarrow Crescent,Hope Valley,5090,-34.841994,138.693694
4706,Goodstart EL Belair,22 Main Road,Belair,5052,-35.000062,138.62288
4707,Community CCC Flinders Medical Ctr,"Pediatric Unit, Flinders Medical Centre, Flinders Drive",Bedford Park,5042,-35.022072,138.568997
4708,Goodstart EL Hope Valley,1178-1180 Grand Junction Road,Hope Valley,5090,-34.84387,138.695153
4709,The Ranges EL & Care - Stirling,137-139 Mount Barker Road,Stirling,5152,-35.00821,138.724592
4710,Mount Barker Community CCC,Bartram Street,Mount Barker,5251,-35.080105,138.868013
4712,St Peters Child Care Centre,42 Henry Street,Stepney,5069,-34.912773,138.627964
4715,Victoria Park Child Care Centre,163 Fullarton Road,Rose Park,5067,-34.933742,138.624536
4716,Wendy's Early Learning Centre,3 Prescott Terrace,Rose Park,5067,-34.927998,138.632046
4718,Hawthorn Child Care Centre,110 Belair Road,Hawthorn,5062,-34.970199,138.608516
4719,Modbury Community Children's Centre,118A Smart Road,Modbury,5092,-34.832106,138.698046
4720,Goodwood Community Child Care Centre,31 Rosa Street,Goodwood,5034,-34.951416,138.590591
4722,Golden Grove Homestead Comm Chn Ctr,1 Erudite Court,Golden Grove,5125,-34.795942,138.695296
4723,Mount Barker Family House Occ Care,31 Princes Road,Mount Barker,5251,-35.080433,138.85872
4725,Campbelltown Comm Children's Ctr CC,163A Montacute Road,Newton,5074,-34.887647,138.677366
4726,Goodstart EL Marleston,293-295 Marion Road,Marleston,5033,-34.95143927,138.5542887
4727,Montessori Children's Ctr Royal Park,"Richard Russel Reserve, 17 Cooke Crescent",Royal Park,5014,-34.87284622,138.5052408
4728,Prospect Early Learning Child Care,304-306 Main North Road,Prospect,5082,-34.8713426,138.6014149
4729,Montessori Children's Ctr McLaren Vl,22 Tatachilla Road,McLaren Vale,5171,-35.21939,138.541095
4731,New Friends CCC - Redwood Park,257-259 Grenfell Road,Redwood Park,5097,-34.80668,138.702209
4732,Unley Community Childcare Centre,42 Arthur Street,Unley,5061,-34.950141,138.60294
4733,Tilbrook Child Care Centre Inc,56 Hampton Street,Goodwood,5034,-34.951696,138.587999
4734,Unley Mothercraft Nursery and Kgtn,73 Marion Street,Unley,5061,-34.94853,138.609656
4735,Anglicare SA Wanslea Child Care Ctr,51 Cross Road,Kingswood,5062,-34.965676,138.610483
4736,Little Shining Stars Child Care Ctr,284 Young Street,Wayville,5034,-34.944843,138.594676
4737,Conyngham Street Comm Children's Ctr,34 Conyngham Street,Glenside,5065,-34.943764,138.634415
4738,Lurra Community Children's Centre,85 Capulet Crescent,Modbury,5092,-34.833177,138.679197
4739,Clarence Park Community Centre Inc,72-74 East Avenue,Black Forest,5035,-34.960374,138.580855
4740,Hyde Park Nursery School & ELC,208 Wattle Street,Malvern,5061,-34.954302,138.610121
